Unique_ID,Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date,Date
H8953-2,H8953,2.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH PLAN OF OHIO, INC.","Humana Health Plan of Ohio, Inc.",Humana Gold Plus H8953-002 (HMO),Humana Inc.,01/01/2010 0:00:00,2016-12-01
H8953-6,H8953,6.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH PLAN OF OHIO, INC.","Humana Health Plan of Ohio, Inc.",Humana Gold Plus H8953-006 (HMO),Humana Inc.,01/01/2010 0:00:00,2016-12-01
H8578-7,H8578,7.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH NEW ENGLAND, INC.",Health New England Medicare Advantage Plans,HNE Medicare Basic (HMO),"Baystate Health, Inc.",01/01/2009 0:00:00,2016-12-01
H5521-52,H5521,52.0,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Connect Plus (PPO),Aetna Inc.,01/01/2006 0:00:00,2016-12-01
H5431-11,H5431,11.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.",HealthSun SunPlus Advantage POS (HMO-POS),"HealthSun Health Plans, Inc",08/01/2005 0:00:00,2016-12-01
H5428-1,H5428,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,CareAdvantage (HMO SNP),Health Plan of San Mateo,09/01/2005 0:00:00,2016-12-01
H5439-5,H5439,5.0,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet (PPO),Centene Corporation,09/01/2005 0:00:00,2016-12-01
H5439-7,H5439,7.0,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet (PPO),Centene Corporation,09/01/2005 0:00:00,2016-12-01
H5471-4,H5471,4.0,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Extra (HMO),Anthem Inc.,01/01/2012 0:00:00,2016-12-01
H5525-21,H5525,21.0,Local CCP,Local PPO,Yes,No,No,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",HumanaChoice H5525-021 (PPO),Humana Inc.,01/01/2006 0:00:00,2016-12-01
H5525-9,H5525,9.0,Local CCP,Local PPO,Yes,No,No,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",HumanaChoice H5525-009 (PPO),Humana Inc.,01/01/2006 0:00:00,2016-12-01
H5528-24,H5528,24.0,Local CCP,Local PPO,Yes,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth Advantage (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5528-23,H5528,23.0,Local CCP,Local PPO,Yes,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth Advantage (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5528-22,H5528,22.0,Local CCP,Local PPO,Yes,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth Advantage (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5528-18,H5528,18.0,Local CCP,Local PPO,Yes,Yes,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth Dual Eligible (PPO SNP),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5528-9,H5528,9.0,Local CCP,Local PPO,No,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth PPO I (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5528-4,H5528,4.0,Local CCP,Local PPO,No,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth PPO I (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5528-1,H5528,1.0,Local CCP,Local PPO,No,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth PPO I (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5526-14,H5526,14.0,Local CCP,Local PPO,Yes,No,No,HEALTHNOW NEW YORK INC.,BlueCross BlueShield of WNY and BlueShield of NENY,BlueShield Forever Blue Medicare PPO 750 (PPO),HealthNow New York Inc.,01/01/2006 0:00:00,2016-12-01
H5522-15,H5522,15.0,Local CCP,Local PPO,Yes,No,No,"HEALTHASSURANCE PENNSYLVANIA, INC.","d/b/a HealthAmerica Pennsylvania, Inc.",Advantra Gold (PPO),Aetna Inc.,01/01/2006 0:00:00,2016-12-01
H5386-1,H5386,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,SHARP HEALTH PLAN,Sharp Advantage,North County Select (HMO),Sharp Healthcare,01/01/2015 0:00:00,2016-12-01
H5253-58,H5253,58.0,Local CCP,HMO/HMOPOS,No,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Essential (HMO),"UnitedHealth Group, Inc.",08/01/1995 0:00:00,2016-12-01
H5253-65,H5253,65.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Dual Complete (HMO SNP),"UnitedHealth Group, Inc.",08/01/1995 0:00:00,2016-12-01
H5425-801,H5425,801.0,Local CCP,HMO/HMOPOS,No,No,Yes,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Employer Group (HMO),SCAN Health Plan,05/01/2005 0:00:00,2016-12-01
H5528-25,H5528,25.0,Local CCP,Local PPO,Yes,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth Advantage (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5414-34,H5414,34.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Summit Maximum (HMO SNP),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-33,H5414,33.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Summit Ideal (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-32,H5414,32.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Summit Ideal (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-31,H5414,31.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Summit Ideal (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-30,H5414,30.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Summit Maximum (HMO SNP),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-29,H5414,29.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Vista Maximum (HMO SNP),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-28,H5414,28.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Vista Ideal (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-27,H5414,27.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Coventry Vista Ideal (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-26,H5414,26.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Premier Plan (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-25,H5414,25.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Connect Plus (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-24,H5414,24.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Value Plan (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-23,H5414,23.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Value Plan (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-19,H5414,19.0,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Value Plan (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-801,H5414,801.0,Local CCP,HMO/HMOPOS,No,No,Yes,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Plan (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5414-803,H5414,803.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,AETNA HEALTH INC. (FL),Aetna Medicare,Aetna Medicare Plan w/Rx CY (HMO),Aetna Inc.,01/01/2005 0:00:00,2016-12-01
H5528-26,H5528,26.0,Local CCP,Local PPO,Yes,No,No,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,EmblemHealth Advantage (PPO),"EmblemHealth, Inc.",01/01/2006 0:00:00,2016-12-01
H5883-807,H5883,807.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,BCN Advantage (HMO-POS),Blue Cross Blue Shield of Michigan Mutual Insuranc,01/01/2006 0:00:00,2016-12-01
H5883-6,H5883,6.0,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,BCN Advantage HMO MyChoice Wellness (HMO),Blue Cross Blue Shield of Michigan Mutual Insuranc,01/01/2006 0:00:00,2016-12-01
H5928-46,H5928,46.0,Local CCP,HMO/HMOPOS,Yes,No,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st AdvantageOptimum Plan (HMO),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5928-42,H5928,42.0,Local CCP,HMO/HMOPOS,Yes,No,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st AdvantageOptimum Plan (HMO),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5928-25,H5928,25.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st TotalDual Plan (HMO SNP),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5928-24,H5928,24.0,Local CCP,HMO/HMOPOS,Yes,No,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st AdvantageOptimum Plan (HMO),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5928-22,H5928,22.0,Local CCP,HMO/HMOPOS,Yes,No,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st AdvantageOptimum Plan (HMO),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5928-20,H5928,20.0,Local CCP,HMO/HMOPOS,Yes,No,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st AdvantageOptimum Plan (HMO),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5928-12,H5928,12.0,Local CCP,HMO/HMOPOS,Yes,No,No,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st AdvantageOptimum Plan (HMO),California Physicians' Service,01/01/2007 0:00:00,2016-12-01
H5779-1,H5779,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",MeridianCare,Meridian Advantage Plan of Illinois (HMO SNP),"Caidan Enterprises, Inc.",01/01/2013 0:00:00,2016-12-01
H5774-8,H5774,8.0,Local CCP,HMO/HMOPOS,Yes,No,No,"TRIPLE S ADVANTAGE, INC.",Triple S Advantage,Classic (HMO),Triple-S Management Corporation,01/01/2006 0:00:00,2016-12-01
H5810-11,H5810,11.0,Local CCP,HMO/HMOPOS,Yes,No,No,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,Molina Medicare Options (HMO),"Molina Healthcare, Inc.,",01/01/2006 0:00:00,2016-12-01
H5932-8,H5932,8.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Platinum (HMO SNP),"Gateway Health Plan, LP",01/01/2006 0:00:00,2016-12-01
H6298-1,H6298,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTHSPAN INTEGRATED CARE,Medical Mutual of Ohio,HealthSpan Medicare Value (HMO),Catholic Health Partners,01/01/2015 0:00:00,2016-12-01
H6298-9,H6298,9.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTHSPAN INTEGRATED CARE,Medical Mutual of Ohio,HealthSpan Medicare Enhanced (HMO),Catholic Health Partners,01/01/2015 0:00:00,2016-12-01
H6298-7,H6298,7.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTHSPAN INTEGRATED CARE,Medical Mutual of Ohio,HealthSpan Medicare Core 2 (HMO),Catholic Health Partners,01/01/2015 0:00:00,2016-12-01
H6298-5,H6298,5.0,Local CCP,HMO/HMOPOS,No,No,No,HEALTHSPAN INTEGRATED CARE,Medical Mutual of Ohio,HealthSpan Medicare Core 1 (HMO),Catholic Health Partners,01/01/2015 0:00:00,2016-12-01
H6298-2,H6298,2.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTHSPAN INTEGRATED CARE,Medical Mutual of Ohio,HealthSpan Medicare Standard (HMO),Catholic Health Partners,01/01/2015 0:00:00,2016-12-01
H5970-2,H5970,2.0,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,HumanaChoice H5970-002 (PPO),Humana Inc.,01/01/2010 0:00:00,2016-12-01
H5970-4,H5970,4.0,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,HumanaChoice H5970-004 (PPO),Humana Inc.,01/01/2010 0:00:00,2016-12-01
H5985-5,H5985,5.0,Local CCP,HMO/HMOPOS,Yes,No,No,"PHOENIX HEALTH PLANS, INC.",Phoenix Health Plans,Phoenix Advantage Select (HMO),Tenet Healthcare Corporation,01/01/2006 0:00:00,2016-12-01
H5985-2,H5985,2.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"PHOENIX HEALTH PLANS, INC.",Phoenix Health Plans,Phoenix Advantage Plus (HMO SNP),Tenet Healthcare Corporation,01/01/2006 0:00:00,2016-12-01
H5985-1,H5985,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,"PHOENIX HEALTH PLANS, INC.",Phoenix Health Plans,Phoenix Advantage (HMO),Tenet Healthcare Corporation,01/01/2006 0:00:00,2016-12-01
H5932-7,H5932,7.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Gold (HMO SNP),"Gateway Health Plan, LP",01/01/2006 0:00:00,2016-12-01
H5698-204,H5698,204.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Rx (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-203,H5698,203.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Rx (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-200,H5698,200.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Access (HMO SNP),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5577-812,H5577,812.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 40 2nd Formulary Opt. (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-811,H5577,811.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 30 2nd Formulary Opt. (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-810,H5577,810.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 20 2nd Formulary Opt. (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-808,H5577,808.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 2nd Formulary Opt. (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-806,H5577,806.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 40 (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-805,H5577,805.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 30 (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-804,H5577,804.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 20 (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-803,H5577,803.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare MA-PD Group 10 (HMO),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5549-4,H5549,4.0,Local CCP,HMO/HMOPOS,Yes,No,No,VNS CHOICE,VNSNY CHOICE Medicare,VNSNY CHOICE Medicare Enhanced (HMO),Visiting Nurse Service of New York,01/01/2007 0:00:00,2016-12-01
H5533-6,H5533,6.0,Local CCP,Local PPO,Yes,No,No,"UPMC HEALTH NETWORK, INC.",UPMC Health Plan,UPMC for Life PPO High Deductible with Rx (PPO),UPMC Health System,01/01/2006 0:00:00,2016-12-01
H5549-9,H5549,9.0,Local CCP,HMO/HMOPOS,Yes,No,No,VNS CHOICE,VNSNY CHOICE Medicare,VNSNY CHOICE Medicare Ultra (HMO-POS),Visiting Nurse Service of New York,01/01/2007 0:00:00,2016-12-01
H5576-12,H5576,12.0,Local CCP,HMO/HMOPOS,Yes,No,No,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.",AAA6 Vantage CAPITOL (HMO-POS),"Vantage Holdings, Inc.",01/01/2007 0:00:00,2016-12-01
H5576-16,H5576,16.0,Local CCP,HMO/HMOPOS,Yes,No,No,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.",AAA3 Vantage PREMIUM (HMO-POS),"Vantage Holdings, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-18,H5577,18.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare Platino CrTdito (HMO SNP),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-15,H5577,15.0,Local CCP,HMO/HMOPOS,Yes,No,No,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare PremiumPlus (HMO-POS),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-10,H5577,10.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare Platino Superior (HMO SNP),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5577-9,H5577,9.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MCS ADVANTAGE, INC.",MCS Classicare,MCS Classicare Platino Mßximo (HMO SNP),"Medical Card System, Inc.",01/01/2007 0:00:00,2016-12-01
H5698-199,H5698,199.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Dividend (HMO-POS),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-198,H5698,198.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Value (HMO-POS),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-159,H5698,159.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Value (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-158,H5698,158.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Access (HMO SNP),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-140,H5698,140.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Access (HMO SNP),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-134,H5698,134.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Access (HMO SNP),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-128,H5698,128.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Access (HMO SNP),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-63,H5698,63.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Value (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-35,H5698,35.0,Local CCP,HMO/HMOPOS,No,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Advance (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-28,H5698,28.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5698-62,H5698,62.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HARMONY HEALTH PLAN, INC.",WellCare,WellCare Value (HMO),"WellCare Health Plans, Inc.",01/01/2006 0:00:00,2016-12-01
H5619-36,H5619,36.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-036 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-11,H5619,11.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-011 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-7,H5619,7.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-007 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-14,H5619,14.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-014 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-17,H5619,17.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-017 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-35,H5619,35.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-035 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-34,H5619,34.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-034 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-33,H5619,33.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-033 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-31,H5619,31.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-031 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-30,H5619,30.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-030 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-24,H5619,24.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-024 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-22,H5619,22.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-022 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-20,H5619,20.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-020 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-19,H5619,19.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-019 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-18,H5619,18.0,Local CCP,HMO/HMOPOS,No,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-018 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
H5619-25,H5619,25.0,Local CCP,HMO/HMOPOS,Yes,No,No,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Gold Plus H5619-025 (HMO),Humana Inc.,01/01/2007 0:00:00,2016-12-01
S5755-101,S5755,101.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,United American Insurance Company,United American - Select (PDP),CVS Health Corporation,01/01/2006 0:00:00,2016-12-01
S5755-100,S5755,100.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,United American Insurance Company,United American - Select (PDP),CVS Health Corporation,01/01/2006 0:00:00,2016-12-01
S5755-99,S5755,99.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,United American Insurance Company,United American - Select (PDP),CVS Health Corporation,01/01/2006 0:00:00,2016-12-01
